run_id,case_id,llm_name,procedure_name,cpt_code,matched_description,similarity_score,match_confidence,negotiated_dollar,min_charge,max_charge
123ab91c-4475-4019-beef-67bc64d12b74,bailii-qb-2019-106-html,openai/gpt-5.2,B12,82607,Vitamin B-12,0.5658737421035767,medium,18.68,18.68,24.12
123ab91c-4475-4019-beef-67bc64d12b74,bailii-qb-2019-106-html,openai/gpt-5.2,psychology consultation,99241,Office consultation,0.588794469833374,medium,58.36,58.36,75.34
123ab91c-4475-4019-beef-67bc64d12b74,bailii-qb-2019-106-html,openai/gpt-5.2,psychiatry consultation,99251,Inpatient consultation,0.6798883676528931,medium,58.36,58.36,75.34
124b648e-4441-4ec6-a068-7a943ec6f439,courtlistener-1365717,openrouter/anthropic/claude-sonnet-4,complete blood count,85027,Complete complete blood count automated,0.7310537695884705,high,7.2,7.2,9.3
124b648e-4441-4ec6-a068-7a943ec6f439,courtlistener-1365717,openrouter/anthropic/claude-sonnet-4,comprehensive metabolic panel,80053,Comprehensive metabolic panel,0.9577140808105469,high,16.7,16.7,21.56
124b648e-4441-4ec6-a068-7a943ec6f439,courtlistener-1365717,openrouter/anthropic/claude-sonnet-4,"inflammatory markers (ESR, CRP)",86140,C-reactive protein,0.45733100175857544,low,19.59,19.59,25.29
124b648e-4441-4ec6-a068-7a943ec6f439,courtlistener-1365717,openrouter/anthropic/claude-sonnet-4,stool studies for infection and inflammatory markers,89055,Leukocyte assessment fecal,0.4716563820838928,low,7.6,7.6,9.82
124b648e-4441-4ec6-a068-7a943ec6f439,courtlistener-1365717,openrouter/anthropic/claude-sonnet-4,CT scan of abdomen and pelvis,74177,CT abdomen and pelvis with contrast,0.7922921180725098,high,334.33,334.33,431.6
124b648e-4441-4ec6-a068-7a943ec6f439,courtlistener-1365717,openrouter/anthropic/claude-sonnet-4,upper endoscopy,50551,Kidney endoscopy,0.6689999103546143,medium,1797.79,1797.79,2320.89
124b648e-4441-4ec6-a068-7a943ec6f439,courtlistener-1365717,openrouter/anthropic/claude-sonnet-4,lower endoscopy,44364,Small bowel endoscopy,0.697648823261261,medium,1274.2,1274.2,1644.95
1261efb3-2316-44e5-a68a-7c9b2836e880,nzlii-nzhpdt-2017-900-html,openrouter/qwen/qwen3-30b-a3b,physiatry consultation,92060,Sensorimotor examination,0.46746349334716797,low,41.31,41.31,53.32
1261efb3-2316-44e5-a68a-7c9b2836e880,nzlii-nzhpdt-2017-900-html,openrouter/qwen/qwen3-30b-a3b,spine specialist consultation,72100,X-ray examination lumbar-sacral spine two/three views,0.6283895969390869,medium,48.22,48.22,62.24
12a40f9d-1033-457b-958c-7999513bb66e,bailii-qb-2020-91-html,openrouter/anthropic/claude-3.5-haiku,obstetric consultation,59410,Obstetrical care,0.8122408390045166,high,1313.49,1313.49,1695.67
12a40f9d-1033-457b-958c-7999513bb66e,bailii-qb-2020-91-html,openrouter/anthropic/claude-3.5-haiku,ultrasound,76872,Ultrasound transrectal,0.6760362386703491,medium,82.96,82.96,107.1
12a40f9d-1033-457b-958c-7999513bb66e,bailii-qb-2020-91-html,openrouter/anthropic/claude-3.5-haiku,caesarean section,59515,Cesarean delivery,0.643277645111084,medium,912.3,912.3,1177.75
12a40f9d-1033-457b-958c-7999513bb66e,bailii-qb-2020-91-html,openrouter/anthropic/claude-3.5-haiku,anesthesiology consultation,1636,Anesthesia forequarter amputation,0.6535359621047974,medium,,,
12cadac1-021c-459c-82b7-2f5a9f9b8cba,bailii-qb-2021-425-html,openrouter/google/gemini-2.0-flash-001,ACTH stimulation test,80406,Adrenocorticotropic hormone stimulation panel,0.6513746976852417,medium,23.51,23.51,30.35
12cadac1-021c-459c-82b7-2f5a9f9b8cba,bailii-qb-2021-425-html,openrouter/google/gemini-2.0-flash-001,morning cortisol level,82533,Total cortisol,0.6649982929229736,medium,18.68,18.68,24.12
12cadac1-021c-459c-82b7-2f5a9f9b8cba,bailii-qb-2021-425-html,openrouter/google/gemini-2.0-flash-001,basic metabolic panel,80053,Comprehensive metabolic panel,0.8896423578262329,high,16.7,16.7,21.56
12cadac1-021c-459c-82b7-2f5a9f9b8cba,bailii-qb-2021-425-html,openrouter/google/gemini-2.0-flash-001,complete blood count,85027,Complete complete blood count automated,0.7310539484024048,high,7.2,7.2,9.3
12cadac1-021c-459c-82b7-2f5a9f9b8cba,bailii-qb-2021-425-html,openrouter/google/gemini-2.0-flash-001,adrenal antibody test,82024,Assay of adrenocorticotropic hormone,0.6369191408157349,medium,23.51,23.51,30.35
12d068fb-2f21-4998-a0f6-febded293541,courtlistener-4796887,openrouter/anthropic/claude-sonnet-4,CT scan of abdomen and pelvis with contrast,74176,CT abdomen and pelvis without contrast,0.8783801794052124,high,334.33,334.33,431.6
12d068fb-2f21-4998-a0f6-febded293541,courtlistener-4796887,openrouter/anthropic/claude-sonnet-4,blood work,78122,Blood volume,0.5045509338378906,medium,754.6,754.6,974.16
12d068fb-2f21-4998-a0f6-febded293541,courtlistener-4796887,openrouter/anthropic/claude-sonnet-4,surgical consultation,88329,Pathology consultation during surgical procedure,0.6616657376289368,medium,29.47,29.47,38.05
12fd1d5d-33fe-4c14-92a8-bbaeb70d320a,courtlistener-4466151,openrouter/qwen/qwen-2.5-72b-instruct,echocardiogram,93315,Echocardiogram transesophageal,0.7383158802986145,high,300.03,300.03,387.33
12fd1d5d-33fe-4c14-92a8-bbaeb70d320a,courtlistener-4466151,openrouter/qwen/qwen-2.5-72b-instruct,pulmonary function tests,94618,Pulmonary stress testing,0.7397314310073853,high,55.17,55.17,71.22
12fd1d5d-33fe-4c14-92a8-bbaeb70d320a,courtlistener-4466151,openrouter/qwen/qwen-2.5-72b-instruct,genetic counseling,96040,Genetic counseling 30 minutes,0.8097013235092163,high,58.36,58.36,75.34
12fd1d5d-33fe-4c14-92a8-bbaeb70d320a,courtlistener-4466151,openrouter/qwen/qwen-2.5-72b-instruct,pediatric neurology consultation,90887,Consultation with family,0.49341797828674316,low,118.24,118.24,152.64
12fd1d5d-33fe-4c14-92a8-bbaeb70d320a,courtlistener-4466151,openrouter/qwen/qwen-2.5-72b-instruct,genetics consultation,96040,Genetic counseling 30 minutes,0.6462452411651611,medium,58.36,58.36,75.34
13030d28-caa1-4219-a0a5-116246dd479d,courtlistener-9425791,openrouter/mistralai/mistral-large,epidural blood patch,62273,Inject epidural patch,0.7686078548431396,high,480.2,480.2,619.92
131d8bd4-0690-432f-b44b-331e895e2be8,courtlistener-10729126,openrouter/google/gemini-3-pro-preview,echocardiogram,93315,Echocardiogram transesophageal,0.7383159399032593,high,300.03,300.03,387.33
131d8bd4-0690-432f-b44b-331e895e2be8,courtlistener-10729126,openrouter/google/gemini-3-pro-preview,pharmacological stress test,93024,Cardiac drug stress test,0.7431191205978394,high,92.17,92.17,118.99
131d8bd4-0690-432f-b44b-331e895e2be8,courtlistener-10729126,openrouter/google/gemini-3-pro-preview,cardiology consultation,76140,X-ray consultation,0.5624532699584961,medium,73.72,73.72,95.17
13325787-7947-4954-b838-d7be2ab9a445,courtlistener-10648909,openrouter/anthropic/claude-3.5-haiku,orthopedic consultation,76140,X-ray consultation,0.5791704654693604,medium,73.72,73.72,95.17
13325787-7947-4954-b838-d7be2ab9a445,courtlistener-10648909,openrouter/anthropic/claude-3.5-haiku,X-ray,76120,Cine/video x-rays,0.6774228811264038,medium,48.22,48.22,62.24
13325787-7947-4954-b838-d7be2ab9a445,courtlistener-10648909,openrouter/anthropic/claude-3.5-haiku,MRI,77059,Magnetic Resonance Imaging both breasts,0.6871703863143921,medium,327.82,327.82,423.2
13325787-7947-4954-b838-d7be2ab9a445,courtlistener-10648909,openrouter/anthropic/claude-3.5-haiku,gait analysis,97116,Gait training therapy,0.5457886457443237,medium,26.41,26.41,34.09
133a60b6-1392-4b74-839f-2540f8bda4a8,courtlistener-9431371,openrouter/mistralai/mistral-large,Electrocardiogram,93010,Electrocardiogram report,0.8405609130859375,high,19.96,19.96,25.77
133a60b6-1392-4b74-839f-2540f8bda4a8,courtlistener-9431371,openrouter/mistralai/mistral-large,Chest X-ray,75756,Artery x-rays chest,0.8299977779388428,high,842.36,842.36,1087.46
133a60b6-1392-4b74-839f-2540f8bda4a8,courtlistener-9431371,openrouter/mistralai/mistral-large,Troponin blood test,84484,Assay of troponin quantitative,0.7623568773269653,high,15.4,15.4,19.89
133a60b6-1392-4b74-839f-2540f8bda4a8,courtlistener-9431371,openrouter/mistralai/mistral-large,Upper endoscopy,50551,Kidney endoscopy,0.6689999103546143,medium,1797.79,1797.79,2320.89
133a60b6-1392-4b74-839f-2540f8bda4a8,courtlistener-9431371,openrouter/mistralai/mistral-large,pH monitoring,82800,Blood pH,0.6382074356079102,medium,15.4,15.4,19.89
1346652a-6bb9-43d8-a8e9-a1c438577261,courtlistener-10697335,openai/gpt-4o,pain pump replacement,62361,Implant spinal infusion pump,0.5483002662658691,medium,10836.84,10836.84,13989.99
1349e1d5-6434-42da-b1e0-990496e31b66,courtliste-10310567-buzeska-v-crystal-run-healthcare-physicians-,openrouter/google/gemini-2.0-flash-001,Complete Blood Count,85027,Complete complete blood count automated,0.73105388879776,high,7.2,7.2,9.3
1349e1d5-6434-42da-b1e0-990496e31b66,courtliste-10310567-buzeska-v-crystal-run-healthcare-physicians-,openrouter/google/gemini-2.0-flash-001,Comprehensive Metabolic Panel,80053,Comprehensive metabolic panel,0.9577140808105469,high,16.7,16.7,21.56
1349e1d5-6434-42da-b1e0-990496e31b66,courtliste-10310567-buzeska-v-crystal-run-healthcare-physicians-,openrouter/google/gemini-2.0-flash-001,Amylase and Lipase,83690,Assay of lipase,0.6985344290733337,medium,9.98,9.98,12.88
1349e1d5-6434-42da-b1e0-990496e31b66,courtliste-10310567-buzeska-v-crystal-run-healthcare-physicians-,openrouter/google/gemini-2.0-flash-001,CT scan of the abdomen and pelvis with IV contrast,74176,CT abdomen and pelvis without contrast,0.8194166421890259,high,334.33,334.33,431.6
13594fb5-ea1b-4a9e-8196-5f54dce467bf,courtlistener-10774339,openrouter/qwen/qwen-2.5-72b-instruct,CT scan of the head,70496,Computed Tomography angiography head,0.7184283137321472,high,385.02,385.02,497.06
13594fb5-ea1b-4a9e-8196-5f54dce467bf,courtlistener-10774339,openrouter/qwen/qwen-2.5-72b-instruct,emergency department evaluation,99058,Office emergency care,0.7247563004493713,high,9.11,9.11,11.76
1363cb49-3b45-4abd-b466-834f031942e5,courtlistener-10770386,openrouter/qwen/qwen-2.5-72b-instruct,psychological assessment,90791,Psychiatric diagnostic evaluation,0.6770870089530945,medium,146.93,146.93,189.68
1363cb49-3b45-4abd-b466-834f031942e5,courtlistener-10770386,openrouter/qwen/qwen-2.5-72b-instruct,sleep study,95807,Sleep study attended,0.8950241804122925,high,598.29,598.29,772.37
1386e218-982c-4ddc-b2c3-f243ed5a775a,courtlistener-1406106,openrouter/mistralai/mistral-large,scrotal ultrasound with Doppler,76870,Ultrasound examination scrotum,0.6828197240829468,medium,82.96,82.96,107.1
1386e218-982c-4ddc-b2c3-f243ed5a775a,courtlistener-1406106,openrouter/mistralai/mistral-large,urinalysis,81005,Urinalysis,0.9644820094108582,high,5.41,5.41,6.99
1386e218-982c-4ddc-b2c3-f243ed5a775a,courtlistener-1406106,openrouter/mistralai/mistral-large,blood tests,85002,Bleeding time test,0.6273415088653564,medium,8.24,8.24,10.65
1386e218-982c-4ddc-b2c3-f243ed5a775a,courtlistener-1406106,openrouter/mistralai/mistral-large,surgery for testicular torsion,54600,Reduce testis torsion,0.6215529441833496,medium,1269.21,1269.21,1638.5
13b38ebe-d5a6-4c24-ab07-b84a545259b8,bailii-qb-2019-2591-html,openrouter/anthropic/claude-sonnet-4,Down's Syndrome Screening,80353,Drug screening cocaine,0.4062691330909729,low,25.58,25.58,33.02
13b38ebe-d5a6-4c24-ab07-b84a545259b8,bailii-qb-2019-2591-html,openrouter/anthropic/claude-sonnet-4,Nuchal Translucency Ultrasound,76814,Obstetric ultrasound nuchal measurement add-on,0.6806410551071167,medium,99.25,99.25,128.13
13b38ebe-d5a6-4c24-ab07-b84a545259b8,bailii-qb-2019-2591-html,openrouter/anthropic/claude-sonnet-4,Blood Pressure Check,93788,Ambulatory blood pressure monitoring with/standing and resting.,0.6085888743400574,medium,73.56,73.56,94.97
13b38ebe-d5a6-4c24-ab07-b84a545259b8,bailii-qb-2019-2591-html,openrouter/anthropic/claude-sonnet-4,Urinalysis,81005,Urinalysis,0.9644820094108582,high,5.41,5.41,6.99
13c1d2c8-7f48-469f-9eba-ce0ae28bc495,bailii-qb-2020-91-html,openrouter/x-ai/grok-4.1-fast,caesarean section,59515,Cesarean delivery,0.643277645111084,medium,912.3,912.3,1177.75
13c1d2c8-7f48-469f-9eba-ce0ae28bc495,bailii-qb-2020-91-html,openrouter/x-ai/grok-4.1-fast,continuous fetal heart rate monitoring,76826,Echocardiogram examination of fetal heart,0.5825722217559814,medium,99.25,99.25,128.13
13d869c7-5079-4bcf-9b98-724e0fc5af19,courtlistener-10642648,gold/x-ai/grok-4.1-fast,Cognitive assessment,96125,Cognitive test by healthcare professional,0.6063426733016968,medium,153.65,153.65,198.36
13d869c7-5079-4bcf-9b98-724e0fc5af19,courtlistener-10642648,gold/x-ai/grok-4.1-fast,Complete blood count,85027,Complete complete blood count automated,0.7310537695884705,high,7.2,7.2,9.3
13d869c7-5079-4bcf-9b98-724e0fc5af19,courtlistener-10642648,gold/x-ai/grok-4.1-fast,Electrolytes panel,80051,Electrolyte panel,0.8936189413070679,high,16.7,16.7,21.56
13d869c7-5079-4bcf-9b98-724e0fc5af19,courtlistener-10642648,gold/x-ai/grok-4.1-fast,BUN/creatinine test,82575,Creatinine clearance test,0.7001172304153442,high,9.98,9.98,12.88
13d869c7-5079-4bcf-9b98-724e0fc5af19,courtlistener-10642648,gold/x-ai/grok-4.1-fast,Glucose/HbA1c test,82950,Glucose test,0.7569462656974792,high,9.98,9.98,12.88
13d869c7-5079-4bcf-9b98-724e0fc5af19,courtlistener-10642648,gold/x-ai/grok-4.1-fast,Echocardiogram,93315,Echocardiogram transesophageal,0.7383159399032593,high,300.03,300.03,387.33
13d869c7-5079-4bcf-9b98-724e0fc5af19,courtlistener-10642648,gold/x-ai/grok-4.1-fast,BNP test,84182,Protein western blot test,0.4768202304840088,low,24.34,24.34,31.42
13d869c7-5079-4bcf-9b98-724e0fc5af19,courtlistener-10642648,gold/x-ai/grok-4.1-fast,Nephrology consultation,80502,Laboratory pathology consultation,0.5383222103118896,medium,29.47,29.47,38.05
13d869c7-5079-4bcf-9b98-724e0fc5af19,courtlistener-10642648,gold/x-ai/grok-4.1-fast,Neurology consultation,76140,X-ray consultation,0.598544180393219,medium,73.72,73.72,95.17
13d869c7-5079-4bcf-9b98-724e0fc5af19,courtlistener-10642648,gold/x-ai/grok-4.1-fast,Nutritional support (renal dietitian),78725,Kidney function study,0.5998940467834473,medium,264.37,264.37,341.29
13d869c7-5079-4bcf-9b98-724e0fc5af19,courtlistener-10642648,gold/x-ai/grok-4.1-fast,Cognitive rehabilitation,93797,Cardiac rehabilitation,0.5534799098968506,medium,58.72,58.72,75.81
13e61058-d620-420f-a747-e8c086875d46,courtlistener-10601635,openai/gpt-5.2,complete blood count,85027,Complete complete blood count automated,0.7310537695884705,high,7.2,7.2,9.3
13e61058-d620-420f-a747-e8c086875d46,courtlistener-10601635,openai/gpt-5.2,comprehensive metabolic panel,80053,Comprehensive metabolic panel,0.9577140808105469,high,16.7,16.7,21.56
13e61058-d620-420f-a747-e8c086875d46,courtlistener-10601635,openai/gpt-5.2,thyroid-stimulating hormone,84442,Assay of thyroid stimulating hormone activity,0.7763477563858032,high,18.68,18.68,24.12
13e61058-d620-420f-a747-e8c086875d46,courtlistener-10601635,openai/gpt-5.2,urinalysis,81005,Urinalysis,0.9644820094108582,high,5.41,5.41,6.99
13e61058-d620-420f-a747-e8c086875d46,courtlistener-10601635,openai/gpt-5.2,orthostatic vitals,94150,Vital capacity test,0.40450721979141235,low,55.17,55.17,71.22
13e61058-d620-420f-a747-e8c086875d46,courtlistener-10601635,openai/gpt-5.2,lumbar MRI,72149,Magnetic Resonance Imaging lumbar spine with dye,0.7526837587356567,high,327.82,327.82,423.2
13e61058-d620-420f-a747-e8c086875d46,courtlistener-10601635,openai/gpt-5.2,physical therapy consultation,99251,Inpatient consultation,0.5941516160964966,medium,58.36,58.36,75.34
13fcddeb-e01e-4a94-be2d-afdc6c52dd7f,nzlii-nzhpdt-2015-717-html,openrouter/google/gemini-3-pro-preview,Thyroid Function Tests,84442,Assay of thyroid stimulating hormone activity,0.7378377914428711,high,18.68,18.68,24.12
13fcddeb-e01e-4a94-be2d-afdc6c52dd7f,nzlii-nzhpdt-2015-717-html,openrouter/google/gemini-3-pro-preview,Complete Blood Count,85027,Complete complete blood count automated,0.7310539484024048,high,7.2,7.2,9.3
13fcddeb-e01e-4a94-be2d-afdc6c52dd7f,nzlii-nzhpdt-2015-717-html,openrouter/google/gemini-3-pro-preview,Ferritin Test,82728,Assay of ferritin,0.8388538360595703,high,15.4,15.4,19.89
13fcddeb-e01e-4a94-be2d-afdc6c52dd7f,nzlii-nzhpdt-2015-717-html,openrouter/google/gemini-3-pro-preview,Vitamin B12 Test,84252,Assay of vitamin B-2,0.7363718748092651,high,15.4,15.4,19.89
13fcddeb-e01e-4a94-be2d-afdc6c52dd7f,nzlii-nzhpdt-2015-717-html,openrouter/google/gemini-3-pro-preview,Folate Test,82746,Assay of folic acid serum,0.7364318370819092,high,15.4,15.4,19.89
13fcddeb-e01e-4a94-be2d-afdc6c52dd7f,nzlii-nzhpdt-2015-717-html,openrouter/google/gemini-3-pro-preview,Basic Metabolic Panel,80053,Comprehensive metabolic panel,0.8896423578262329,high,16.7,16.7,21.56
1423d8f7-19e6-4fc8-852a-913b176dbd7c,courtliste-10771671-diamond-v-st-anthony-community-hosp,openrouter/qwen/qwen-2.5-72b-instruct,X-ray of forearm,73090,X-ray examination of forearm,0.8943759202957153,high,48.22,48.22,62.24
1423d8f7-19e6-4fc8-852a-913b176dbd7c,courtliste-10771671-diamond-v-st-anthony-community-hosp,openrouter/qwen/qwen-2.5-72b-instruct,orthopedic consultation,76140,X-ray consultation,0.5791704654693604,medium,73.72,73.72,95.17
1433b3be-7729-4007-bdb5-33822b649809,courtlistener-4889670,openai/gpt-5.2,blood tests,85002,Bleeding time test,0.6273415088653564,medium,8.24,8.24,10.65
1433b3be-7729-4007-bdb5-33822b649809,courtlistener-4889670,openai/gpt-5.2,CBC,85027,Complete complete blood count automated,0.5221498012542725,medium,7.2,7.2,9.3
1433b3be-7729-4007-bdb5-33822b649809,courtlistener-4889670,openai/gpt-5.2,CMP,13133,Complex repair of full thickness skin and/or subcutaneous tissue and/or muscle and/or nerve and/or axilla and/or groin and/or hand/foot.,0.409761518239975,low,330.6,330.6,426.8
1433b3be-7729-4007-bdb5-33822b649809,courtlistener-4889670,openai/gpt-5.2,CRP/ESR,92650,Auditory evoked potential screening,0.44373688101768494,low,33.97,33.97,43.85
1433b3be-7729-4007-bdb5-33822b649809,courtlistener-4889670,openai/gpt-5.2,lactate,83605,Assay of lactic acid,0.6139019727706909,medium,15.4,15.4,19.89
1433b3be-7729-4007-bdb5-33822b649809,courtlistener-4889670,openai/gpt-5.2,wound culture,20103,Explore wound extremity,0.5688915252685547,medium,203.05,203.05,262.12
1433b3be-7729-4007-bdb5-33822b649809,courtlistener-4889670,openai/gpt-5.2,ultrasound abdomen/pelvis,76700,Ultrasound examination abdomen complete,0.6852306127548218,medium,127.6,127.6,164.71
1433b3be-7729-4007-bdb5-33822b649809,courtlistener-4889670,openai/gpt-5.2,CT abdomen/pelvis,74178,CT abdomen and pelvis one or more regions,0.8140257596969604,high,334.33,334.33,431.6
1433b3be-7729-4007-bdb5-33822b649809,courtlistener-4889670,openai/gpt-5.2,EKG,93041,Rhythm electrocardiogram tracing,0.583216667175293,medium,19.96,19.96,25.77
1433b3be-7729-4007-bdb5-33822b649809,courtlistener-4889670,openai/gpt-5.2,D-dimer/CT pulmonary angiography,71275,Computed Tomography Angiography Chest,0.5892063975334167,medium,385.02,385.02,497.06
1433b3be-7729-4007-bdb5-33822b649809,courtlistener-4889670,openai/gpt-5.2,surgical drainage,48000,Drainage of abdomen,0.6816737055778503,medium,2948.07,2948.07,3805.86
1433b3be-7729-4007-bdb5-33822b649809,courtlistener-4889670,openai/gpt-5.2,drainage/aspiration,48000,Drainage of abdomen,0.6224551200866699,medium,2948.07,2948.07,3805.86
143e83cd-d274-46e5-a1e4-2db47641887f,courtlistener-6346948,gold/x-ai/grok-4.1-fast,serum electrolytes test,82664,Electrophoretic test,0.684857964515686,medium,17.71,17.71,22.87
143e83cd-d274-46e5-a1e4-2db47641887f,courtlistener-6346948,gold/x-ai/grok-4.1-fast,BUN/creatinine test,82575,Creatinine clearance test,0.7001173496246338,high,9.98,9.98,12.88
143e83cd-d274-46e5-a1e4-2db47641887f,courtlistener-6346948,gold/x-ai/grok-4.1-fast,complete blood count,85027,Complete complete blood count automated,0.7310537695884705,high,7.2,7.2,9.3
143e83cd-d274-46e5-a1e4-2db47641887f,courtlistener-6346948,gold/x-ai/grok-4.1-fast,C. diff toxin test,85335,Factor inhibitor test,0.5043879151344299,medium,8.24,8.24,10.65
143e83cd-d274-46e5-a1e4-2db47641887f,courtlistener-6346948,gold/x-ai/grok-4.1-fast,calprotectin test,83993,Assay for calprotectin fecal,0.7522122263908386,high,15.4,15.4,19.89
143e83cd-d274-46e5-a1e4-2db47641887f,courtlistener-6346948,gold/x-ai/grok-4.1-fast,flexible sigmoidoscopy,45330,Diagnostic sigmoidoscopy,0.7968234419822693,high,755.9,755.9,975.83
14507828-0284-41fc-bd14-c944d86dd433,courtlistener-9416718,openai/gpt-4o-mini,Doppler ultrasound of legs,93320,Doppler echocardiogram examination heart,0.5977532863616943,medium,300.03,300.03,387.33
14591786-954d-43a1-b017-3947c636e654,courtlistener-10654174,openrouter/meta-llama/llama-4-scout,CT scan of the head,70496,Computed Tomography angiography head,0.7184283137321472,high,385.02,385.02,497.06
14591786-954d-43a1-b017-3947c636e654,courtlistener-10654174,openrouter/meta-llama/llama-4-scout,MRI,77059,Magnetic Resonance Imaging both breasts,0.6871703863143921,medium,327.82,327.82,423.2
14591786-954d-43a1-b017-3947c636e654,courtlistener-10654174,openrouter/meta-llama/llama-4-scout,blood work,78122,Blood volume,0.5045509338378906,medium,754.6,754.6,974.16
14591786-954d-43a1-b017-3947c636e654,courtlistener-10654174,openrouter/meta-llama/llama-4-scout,neurological evaluation,95978,Analyze neurostimulator brain/1 hour,0.585661768913269,medium,78.66,78.66,101.55
1468d8df-8331-456f-985e-bfc5bde8642f,courtlistener-4765930,openrouter/meta-llama/llama-4-maverick,Complete Blood Count,85027,Complete complete blood count automated,0.7310537695884705,high,7.2,7.2,9.3
1468d8df-8331-456f-985e-bfc5bde8642f,courtlistener-4765930,openrouter/meta-llama/llama-4-maverick,Erythrocyte Sedimentation Rate,85651,Red blood cell sedimentation rate nonautomated,0.6550959944725037,medium,7.2,7.2,9.3
1468d8df-8331-456f-985e-bfc5bde8642f,courtlistener-4765930,openrouter/meta-llama/llama-4-maverick,Comprehensive Metabolic Panel,80053,Comprehensive metabolic panel,0.9577140808105469,high,16.7,16.7,21.56
1468d8df-8331-456f-985e-bfc5bde8642f,courtlistener-4765930,openrouter/meta-llama/llama-4-maverick,MRI of the brain,70558,Magnetic Resonance Imaging brain with dye,0.6739639043807983,medium,327.82,327.82,423.2
147c3293-f01e-4855-b744-c635f729e156,courtlistener-4615883,openrouter/anthropic/claude-sonnet-4,CT imaging,78816,Pet image with computed tomography full body,0.6570686101913452,medium,993.96,993.96,1283.17
147c3293-f01e-4855-b744-c635f729e156,courtlistener-4615883,openrouter/anthropic/claude-sonnet-4,MRI imaging,77058,Magnetic Resonance Imaging one breast,0.6637412905693054,medium,327.82,327.82,423.2
147c3293-f01e-4855-b744-c635f729e156,courtlistener-4615883,openrouter/anthropic/claude-sonnet-4,complete metabolic panel,80053,Comprehensive metabolic panel,0.8886656761169434,high,16.7,16.7,21.56
147c3293-f01e-4855-b744-c635f729e156,courtlistener-4615883,openrouter/anthropic/claude-sonnet-4,hormone level testing,84235,Assay of endocrine hormone,0.6697251796722412,medium,23.51,23.51,30.35
147c3293-f01e-4855-b744-c635f729e156,courtlistener-4615883,openrouter/anthropic/claude-sonnet-4,oncology consultation,80500,Laboratory pathology consultation,0.6839174032211304,medium,29.47,29.47,38.05
149b009b-a76f-4a14-8df5-b163a0479609,bailii-qb-2021-2332-html,openrouter/google/gemini-2.0-flash-001,MRI of the brain with and without contrast,70557,Magnetic Resonance Imaging brain without dye,0.7234722375869751,high,216.93,216.93,280.05
149b009b-a76f-4a14-8df5-b163a0479609,bailii-qb-2021-2332-html,openrouter/google/gemini-2.0-flash-001,Carotid ultrasound,60600,Remove carotid body lesion,0.6806080341339111,medium,933.07,933.07,1204.56
149b009b-a76f-4a14-8df5-b163a0479609,bailii-qb-2021-2332-html,openrouter/google/gemini-2.0-flash-001,ECG (Electrocardiogram),93010,Electrocardiogram report,0.7206239104270935,high,19.96,19.96,25.77
149b009b-a76f-4a14-8df5-b163a0479609,bailii-qb-2021-2332-html,openrouter/google/gemini-2.0-flash-001,Blood tests,85002,Bleeding time test,0.6273415088653564,medium,8.24,8.24,10.65
149b009b-a76f-4a14-8df5-b163a0479609,bailii-qb-2021-2332-html,openrouter/google/gemini-2.0-flash-001,neurology consultation,76140,X-ray consultation,0.598544180393219,medium,73.72,73.72,95.17
14a1b3d8-fa2a-40d6-b986-ada8dcb4498a,courtlistener-10554133,openrouter/anthropic/claude-3.5-haiku,neonatology consultation,99469,Neonate critical care subsequent,0.6125792264938354,medium,58.36,58.36,75.34
14a1b3d8-fa2a-40d6-b986-ada8dcb4498a,courtlistener-10554133,openrouter/anthropic/claude-3.5-haiku,pediatrics consultation,90887,Consultation with family,0.5986664891242981,medium,118.24,118.24,152.64
14a1b3d8-fa2a-40d6-b986-ada8dcb4498a,courtlistener-10554133,openrouter/anthropic/claude-3.5-haiku,metabolic screening,80053,Comprehensive metabolic panel,0.5574098229408264,medium,16.7,16.7,21.56
14a1b3d8-fa2a-40d6-b986-ada8dcb4498a,courtlistener-10554133,openrouter/anthropic/claude-3.5-haiku,endocrine screening,84235,Assay of endocrine hormone,0.7001334428787231,high,23.51,23.51,30.35
14c6e7bb-d1ce-4c47-ab9e-a9ce02798d52,courtlistener-10291392,openrouter/qwen/qwen-2.5-72b-instruct,X-ray of hip,73525,Contrast X-ray of hip,0.8153932094573975,high,121.1,121.1,156.33
14c6e7bb-d1ce-4c47-ab9e-a9ce02798d52,courtlistener-10291392,openrouter/qwen/qwen-2.5-72b-instruct,X-ray of ankle,73600,X-ray examination of ankle,0.8717330694198608,high,48.22,48.22,62.24
14d9ff33-6808-4a61-966c-1a930245b0f3,courtliste-10765062-texas-tech-university-health-science-center-,openrouter/deepseek/deepseek-r1,IV steroids,80328,Anabolic steroid three or more,0.560923159122467,medium,25.58,25.58,33.02
14d9ff33-6808-4a61-966c-1a930245b0f3,courtliste-10765062-texas-tech-university-health-science-center-,openrouter/deepseek/deepseek-r1,epinephrine administration,82382,Assay urine catecholamines,0.46569007635116577,low,18.68,18.68,24.12
14d9ff33-6808-4a61-966c-1a930245b0f3,courtliste-10765062-texas-tech-university-health-science-center-,openrouter/deepseek/deepseek-r1,blood tests,85002,Bleeding time test,0.6273415088653564,medium,8.24,8.24,10.65
14d9ff33-6808-4a61-966c-1a930245b0f3,courtliste-10765062-texas-tech-university-health-science-center-,openrouter/deepseek/deepseek-r1,allergy consultation,95065,Nose allergy test,0.5886718034744263,medium,131.13,131.13,169.3
